"Word"	"Length"	"Freq_HAL"	"Log_Freq_HAL"	"MorphSp"	"POS"	"prefix"	"nprefix"	"root"	"nroot"
"convene"	7	283	5.65	"{con--vene}"	"VB"	"^con"	78	"vene"	3
"intervene"	9	1344	7.2	"{inter--vene}"	"VB"	"^inter"	28	"vene"	3
"supervene"	9	1	0	"{super--vene}"	"VB"	"^super"	6	"vene"	3
"converge"	8	576	6.36	"{con--verge}"	"VB"	"^con"	78	"verge"	1
"converse"	8	1252	7.13	"{converse}"	"VB"	"^con"	78	"verse"	4
"inverse"	7	1936	7.57	"{in--verse}"	"JJ|NN|VB"	"^in"	87	"verse"	4
"reverse"	7	20132	9.91	"{re--verse}"	"NN|VB"	"^re"	176	"verse"	4
"traverse"	8	968	6.88	"{tra--verse}"	"VB"	"^tra"	15	"verse"	4
"convey"	6	2744	7.92	"{con--vey}"	"VB"	"^con"	78	"vey"	1
"convict"	7	878	6.78	"{convict}"	"VB"	"^con"	78	"vict"	2
"evict"	5	172	5.15	"{evict}"	"VB"	"^e"	103	"vict"	2
"convince"	8	12075	9.4	"{convince}"	"VB"	"^con"	78	"vince"	2
"evince"	6	55	4.01	"{e--vince}"	"VB"	"^e"	103	"vince"	2
"convoke"	7	11	2.4	"{con--voke}"	"VB"	"^con"	78	"voke"	5
"evoke"	5	576	6.36	"{e--voke}"	"VB"	"^e"	103	"voke"	5
"invoke"	6	4729	8.46	"{in--voke}"	"VB"	"^in"	87	"voke"	5
"provoke"	7	1557	7.35	"{pro--voke}"	"VB|NN"	"^pro"	40	"voke"	5
"revoke"	6	552	6.31	"{re--voke}"	"VB"	"^re"	176	"voke"	5
"convolute"	9	7	1.95	"{con--volute}"	"VB"	"^con"	78	"volute"	1
"convulse"	8	53	3.97	"{convulse}"	"VB"	"^con"	78	"vulse"	1
"condition"	9	70143	11.16	"{condition}"	"NN|VB"	"^condi"	1	"tion"	2
"sanction"	8	1353	7.21	"{sanct--ion}"	"NN|VB"	"^sanc"	2	"tion"	2
"contradict"	10	2475	7.81	"{contra--dict}"	"VB"	"^contra"	1	"dict"	2
"indict"	6	191	5.25	"{indict}"	"VB"	"^in"	87	"dict"	2
"correct"	7	77798	11.26	"{correct}"	"JJ|VB|NN"	"^cor"	8	"rect"	2
"erect"	5	2702	7.9	"{erect}"	"VB|JJ"	"^e"	103	"rect"	2
"correspond"	10	3992	8.29	"{co--rrespond}"	"VB|NN"	"^cor"	8	"respond"	1
"corroborate"	11	300	5.7	"{corrobor--ate}"	"VB"	"^cor"	8	"roborate"	1
"corrode"	7	199	5.29	"{corrode}"	"VB"	"^cor"	8	"rode"	3
"erode"	5	368	5.91	"{erode}"	"VB"	"^e"	103	"rode"	3
"strode"	6	434	6.07	"{strode}"	"VB"	"^st"	97	"rode"	3
"corrugate"	9	0	0	"{corrugate}"	"VB"	"^cor"	8	"rugate"	1
"corrupt"	7	6056	8.71	"{corrupt}"	"JJ|VB"	"^cor"	8	"rupt"	3
"erupt"	5	395	5.98	"{e--rupt}"	"VB"	"^e"	103	"rupt"	3
"interrupt"	9	15428	9.64	"{inte--rrupt}"	"VB"	"^inter"	28	"rupt"	3
"creak"	5	216	5.38	"{creak}"	"NN|VB"	"^cre"	9	"ak"	1
"crept"	5	652	6.48	"{crept}"	"VB"	"^cre"	9	"pt"	1
"crest"	5	1289	7.16	"{crest}"	"NN|VB"	"^cre"	9	"st"	3
"dust"	4	18645	9.83	"{dust}"	"NN|VB"	"^du"	5	"st"	3
"rest"	4	78610	11.27	"{rest}"	"NN|VB"	"^re"	176	"st"	3
"crew"	4	15253	9.63	"{crew}"	"NN|VB"	"^cre"	9	"w"	1
"cushion"	7	832	6.72	"{cushion}"	"NN|VB"	"^cus"	2	"hion"	1
"cuss"	4	293	5.68	"{cuss}"	"VB"	"^cus"	2	"s"	4
"fuss"	4	1986	7.59	"{fuss}"	"NN|VB"	"^fus"	1	"s"	4
"muss"	4	812	6.7	"{muss}"	"VB"	"^mus"	6	"s"	4
"truss"	5	352	5.86	"{truss}"	"NN|VB"	"^trus"	2	"s"	4
"deal"	4	83766	11.34	"{deal}"	"NN|VB"	"^de"	125	"al"	6
"equal"	5	40062	10.6	"{equ--al}"	"JJ|VB|NN"	"^equ"	4	"al"	6
"pedal"	5	3243	8.08	"{ped--al}"	"NN|VB"	"^ped"	2	"al"	6
"seal"	4	6421	8.77	"{seal}"	"NN|VB"	"^se"	13	"al"	6
"spiral"	6	3685	8.21	"{spiral}"	"NN|JJ|VB"	"^spir"	1	"al"	6
"total"	5	70437	11.16	"{total}"	"JJ|NN|VB"	"^tot"	3	"al"	6
"dealt"	5	8200	9.01	"{deal--t}"	"VB"	"^de"	125	"alt"	2
"exalt"	5	187	5.23	"{exalt}"	"VB"	"^ex"	59	"alt"	2
"deathward"	9	20	3	"{death}{ward}"	"NN|VB"	"^de"	125	"athward"	1
"decamp"	6	63	4.14	"{de--camp}"	"VB"	"^de"	125	"camp"	1
"decant"	6	45	3.81	"{de--cant}"	"VB"	"^de"	125	"cant"	2
"recant"	6	176	5.17	"{re--cant}"	"VB"	"^re"	176	"cant"	2
"decapitate"	10	67	4.2	"{de--capit--ate}"	"VB"	"^de"	125	"capitate"	1
"decay"	5	3565	8.18	"{decay}"	"NN|VB"	"^de"	125	"cay"	1
"decease"	7	59	4.08	"{decease}"	"NN|VB"	"^de"	125	"cease"	1
"decertify"	9	36	3.58	"<de<{cert--ify}"	"VB"	"^de"	125	"certify"	1
"decide"	6	35825	10.49	"{decide}"	"VB"	"^de"	125	"cide"	1
"decipher"	8	1106	7.01	"{de--cipher}"	"VB"	"^de"	125	"cipher"	1
"declare"	7	8390	9.03	"{declare}"	"VB|NN"	"^de"	125	"clare"	1
"decline"	7	6068	8.71	"{de--cline}"	"NN|VB"	"^de"	125	"cline"	2
"recline"	7	116	4.75	"{re--cline}"	"VB"	"^re"	176	"cline"	2
"decode"	6	4620	8.44	"<de<{code}"	"VB"	"^de"	125	"code"	1
"decolonize"	10	4	1.39	"<de<{colon--ize}"	"VB"	"^de"	125	"colonize"	1
"decompose"	9	259	5.56	"<de<{com--pose}"	"VB"	"^de"	125	"compose"	1
"decompress"	10	1077	6.98	"<de<{com--press}"	"VB"	"^de"	125	"compress"	1
"decontaminate"	13	10	2.3	"<de<{contamin--ate}"	"VB"	"^de"	125	"contaminate"	1
"decree"	6	2144	7.67	"{decree}"	"NN|VB"	"^de"	125	"cree"	1
"decry"	5	326	5.79	"{de--cry}"	"VB"	"^de"	125	"cry"	1
"deem"	4	1103	7.01	"{deem}"	"VB"	"^de"	125	"em"	3
"seem"	4	122295	11.71	"{seem}"	"VB"	"^se"	13	"em"	3
"stem"	4	3579	8.18	"{stem}"	"NN|VB"	"^st"	97	"em"	3
"deface"	6	38	3.64	"{de--face}"	"VB"	"^de"	125	"face"	3
"interface"	9	57923	10.97	"<inter<{face}"	"NN|VB"	"^inter"	28	"face"	3
"preface"	7	1280	7.15	"{pre--face}"	"NN|VB"	"^pre"	31	"face"	3
"defame"	6	417	6.03	"{de--fame}"	"VB"	"^de"	125	"fame"	1
"default"	7	29719	10.3	"{default}"	"NN|VB"	"^de"	125	"fault"	1
"defeat"	6	7657	8.94	"{defeat}"	"VB|NN"	"^de"	125	"feat"	1
"defecate"	8	126	4.84	"{defecate}"	"VB"	"^de"	125	"fecate"	1
"defend"	6	15251	9.63	"{defend}"	"VB"	"^de"	125	"fend"	2
"offend"	6	2914	7.98	"{offend}"	"VB"	"^of"	3	"fend"	2
"defile"	6	175	5.16	"{defile}"	"VB|NN"	"^de"	125	"file"	2
"profile"	7	11524	9.35	"{profile}"	"NN|VB"	"^pro"	40	"file"	2
"deflate"	7	245	5.5	"{de--flate}"	"VB"	"^de"	125	"flate"	2
"inflate"	7	609	6.41	"{in--flate}"	"VB"	"^in"	87	"flate"	2
"deflect"	7	522	6.26	"{de--flect}"	"VB"	"^de"	125	"flect"	3
"inflect"	7	23	3.14	"{in--flect}"	"VB"	"^in"	87	"flect"	3
"reflect"	7	15241	9.63	"{re--flect}"	"VB"	"^re"	176	"flect"	3
"deflower"	8	24	3.18	"<de<{flower}"	"VB"	"^de"	125	"flower"	1
"deforest"	8	159	5.07	"<de<{forest}"	"VB"	"^de"	125	"forest"	2
"reforest"	8	14	2.64	"<re<{forest}"	"VB"	"^re"	176	"forest"	2
"defraud"	7	276	5.62	"{de--fraud}"	"VB"	"^de"	125	"fraud"	1
"defray"	6	284	5.65	"{defray}"	"VB"	"^de"	125	"fray"	1
"defrost"	7	310	5.74	"<de<{frost}"	"VB"	"^de"	125	"frost"	1
"defy"	4	1119	7.02	"{defy}"	"VB"	"^de"	125	"fy"	2
"unify"	5	1144	7.04	"{un--ify}"	"VB"	"^uni"	2	"fy"	2
"degrade"	7	1194	7.09	"{degrade}"	"VB"	"^de"	125	"grade"	1
"dehydrate"	9	69	4.23	"<de<{hydr--ate}"	"VB"	"^de"	125	"hydrate"	1
"deject"	6	2	0.69	"{de--ject}"	"VB"	"^de"	125	"ject"	5
"eject"	5	1513	7.32	"{e--ject}"	"VB"	"^e"	103	"ject"	5
"inject"	6	1057	6.96	"{in--ject}"	"VB"	"^in"	87	"ject"	5
"interject"	9	361	5.89	"{inter--ject}"	"VB"	"^inter"	28	"ject"	5
"reject"	6	7470	8.92	"{re--ject}"	"VB"	"^re"	176	"ject"	5
"delete"	6	18824	9.84	"{delete}"	"VB|NN"	"^de"	125	"lete"	1
"delight"	7	3207	8.07	"{delight}"	"NN|VB"	"^de"	125	"light"	1
"delimit"	7	114	4.74	"{de--limit}"	"VB"	"^de"	125	"limit"	1
"delineate"	9	167	5.12	"{de--line--ate}"	"VB"	"^de"	125	"lineate"	1
"deliver"	7	9864	9.2	"{deliver}"	"VB"	"^de"	125	"liver"	1
"delouse"	7	3	1.1	"<de<{louse}"	"VB"	"^de"	125	"louse"	1
"delude"	6	305	5.72	"{delude}"	"VB"	"^de"	125	"lude"	4
"elude"	5	291	5.67	"{elude}"	"VB"	"^e"	103	"lude"	4
"preclude"	8	1284	7.16	"{pre--clude}"	"VB"	"^prec"	7	"lude"	4
"seclude"	7	3	1.1	"{seclude}"	"VB"	"^sec"	4	"lude"	4
"delve"	5	612	6.42	"{delve}"	"VB"	"^de"	125	"lve"	1
"demarcate"	9	30	3.4	"{de--marc--ate}"	"VB"	"^de"	125	"marcate"	1
"demean"	6	307	5.73	"{demean}"	"VB"	"^de"	125	"mean"	1
"demilitarize"	12	13	2.56	"<de<{militar--ize}"	"VB"	"^de"	125	"militarize"	1
"demo"	4	24690	10.11	"{demo}"	"NN|VB|JJ"	"^de"	125	"mo"	1
"demolish"	8	406	6.01	"{demolish}"	"VB"	"^de"	125	"molish"	1
"demonstrate"	11	9563	9.17	"{de--monstr--ate}"	"VB"	"^de"	125	"monstrate"	1
"demoralize"	10	64	4.16	"{de--moral--ize}"	"VB"	"^de"	125	"moralize"	1
"demote"	6	54	3.99	"{de--mote}"	"VB"	"^de"	125	"mote"	2
"promote"	7	12531	9.44	"{pro--mote}"	"VB"	"^pro"	40	"mote"	2
"demystify"	9	47	3.85	"<de<{myst--ify}"	"VB"	"^de"	125	"mystify"	1
"depart"	6	1492	7.31	"{depart}"	"VB"	"^de"	125	"part"	2
"impart"	6	567	6.34	"{im--part}"	"VB"	"^im"	32	"part"	2
"depict"	6	707	6.56	"{de--pict}"	"VB"	"^de"	125	"pict"	1
"deplane"	7	8	2.08	"<de<{plane}"	"VB"	"^de"	125	"plane"	1
"deplore"	7	369	5.91	"{de--plore}"	"VB"	"^de"	125	"plore"	3
"explore"	7	10339	9.24	"{explore}"	"VB|NN"	"^ex"	59	"plore"	3
"implore"	7	182	5.2	"{im--plore}"	"VB"	"^im"	32	"plore"	3
"deploy"	6	1478	7.3	"{deploy}"	"VB"	"^de"	125	"ploy"	2
"employ"	6	3582	8.18	"{employ}"	"VB|NN"	"^em"	24	"ploy"	2
"depopulate"	10	9	2.2	"<de<{popul--ate}"	"VB"	"^de"	125	"populate"	1
"deposit"	7	4355	8.38	"{de--pos--it}"	"NN|VB"	"^de"	125	"posit"	1
"deprave"	7	20	3	"{deprave}"	"VB"	"^de"	125	"prave"	1
"deprecate"	9	49	3.89	"{deprecate}"	"VB"	"^de"	125	"precate"	1
"depress"	7	464	6.14	"{de--press}"	"VB"	"^de"	125	"press"	4
"express"	7	25308	10.14	"{ex--press}"	"VB|NN"	"^ex"	59	"press"	4
"impress"	7	2612	7.87	"{im--press}"	"VB"	"^im"	32	"press"	4
"oppress"	7	688	6.53	"{o--ppress}"	"VB"	"^op"	4	"press"	4
"deprive"	7	1086	6.99	"{de--prive}"	"VB"	"^de"	125	"prive"	1
"derail"	6	271	5.6	"<de<{rail}"	"VB"	"^de"	125	"rail"	1
"deride"	6	172	5.15	"{deride}"	"VB"	"^de"	125	"ride"	2
"stride"	6	904	6.81	"{stride}"	"NN|VB"	"^st"	97	"ride"	2
"descend"	7	1053	6.96	"{de--scend}"	"VB"	"^de"	125	"scend"	1
"desensitize"	11	49	3.89	"<de<{sens--itize}"	"VB"	"^de"	125	"sensitize"	1
"desiccate"	9	2	0.69	"{desicc--ate}"	"VB"	"^de"	125	"siccate"	1
"desire"	6	23188	10.05	"{desire}"	"NN|VB"	"^de"	125	"sire"	1
"despair"	7	3879	8.26	"{despair}"	"NN|VB"	"^de"	125	"spair"	1
"despise"	7	1416	7.26	"{despise}"	"VB"	"^de"	125	"spise"	1
"despoil"	7	28	3.33	"{despoil}"	"VB"	"^de"	125	"spoil"	1
"destine"	7	70	4.25	"{destine}"	"VB"	"^de"	125	"stine"	1
"destroy"	7	17424	9.77	"{destroy}"	"VB"	"^de"	125	"stroy"	1
"detail"	6	21053	9.95	"{detail}"	"NN|VB"	"^de"	125	"tail"	1
"detect"	6	9142	9.12	"{detect}"	"VB"	"^de"	125	"tect"	2
"protect"	7	29349	10.29	"{protect}"	"VB"	"^pro"	40	"tect"	2
"deteriorate"	11	563	6.33	"{deteriorate}"	"VB"	"^de"	125	"teriorate"	1
"determine"	9	25579	10.15	"{determine}"	"VB"	"^de"	125	"termine"	1
"dethrone"	8	154	5.04	"<de<{throne}"	"VB"	"^de"	125	"throne"	1
"detonate"	8	2243	7.72	"{deton--ate}"	"VB"	"^de"	125	"tonate"	1
"detour"	6	373	5.92	"{de--tour}"	"NN|VB"	"^de"	125	"tour"	1
"detrain"	7	8	2.08	"<de<{train}"	"VB"	"^de"	125	"train"	1
"devalue"	7	271	5.6	"{de--value}"	"VB"	"^de"	125	"value"	2
"revalue"	7	13	2.56	"<re<{value}"	"VB"	"^re"	176	"value"	2
"devastate"	9	227	5.42	"{devastate}"	"VB"	"^de"	125	"vastate"	1
"develop"	7	35652	10.48	"{develop}"	"VB"	"^de"	125	"velop"	1
"deviate"	7	595	6.39	"{devi--ate}"	"VB"	"^de"	125	"viate"	1
"devote"	6	1752	7.47	"{devote}"	"VB"	"^de"	125	"vote"	1
"devour"	6	370	5.91	"{devour}"	"VB"	"^de"	125	"vour"	1
"debark"	6	10	2.3	"{de--bark}"	"VB"	"^deb"	10	"ark"	2
"remark"	6	5298	8.58	"{remark}"	"NN|VB"	"^rem"	14	"ark"	2
"debauch"	7	17	2.83	"{debauch}"	"VB"	"^deb"	10	"auch"	1
"debrief"	7	45	3.81	"<de<{brief}"	"VB"	"^deb"	10	"rief"	1
"debug"	5	6324	8.75	"<de<{bug}"	"VB"	"^deb"	10	"ug"	1
"debunk"	6	398	5.99	"<de<{bunk}"	"VB"	"^deb"	10	"unk"	3
"funk"	4	2551	7.84	"{funk}"	"NN|VB"	"^f"	74	"unk"	3
"stunk"	5	257	5.55	"{stunk}"	"VB"	"^st"	97	"unk"	3
"denigrate"	9	446	6.1	"{denigrate}"	"VB"	"^den"	6	"igrate"	2
"emigrate"	8	327	5.79	"{e--migr--ate}"	"VB"	"^em"	24	"igrate"	2
"denote"	6	979	6.89	"{de--note}"	"VB"	"^den"	6	"ote"	2
"emote"	5	57	4.04	"{emote}"	"VB"	"^em"	24	"ote"	2
"denunciate"	10	0	0	"{de--nunci--ate}"	"VB"	"^den"	6	"unciate"	1
"dominate"	8	3176	8.06	"{domin--ate}"	"VB"	"^dom"	2	"inate"	3
"fascinate"	9	88	4.48	"{fascinate}"	"VB"	"^fasc"	1	"inate"	3
"marinate"	8	135	4.91	"{marin--ate}"	"VB"	"^mar"	11	"inate"	3
"domineer"	8	2	0.69	"{domin--eer}"	"VB"	"^dom"	2	"ineer"	1
"dump"	4	10072	9.22	"{dump}"	"VB|NN"	"^du"	5	"mp"	2
"tramp"	5	656	6.49	"{tramp}"	"VB|NN"	"^tra"	15	"mp"	2
"dunk"	4	1068	6.97	"{dunk}"	"VB|NN"	"^du"	5	"nk"	3
"flunk"	5	222	5.4	"{flunk}"	"VB"	"^flu"	8	"nk"	3
"sunk"	4	1552	7.35	"{sunk}"	"VB|NN"	"^su"	37	"nk"	3
"during"	6	137335	11.83	"{dur--ing}"	"minor|NN|VB"	"^dur"	1	"ing"	3
"fling"	5	766	6.64	"{fling}"	"VB|NN"	"^fl"	40	"ing"	3
"sting"	5	2919	7.98	"{sting}"	"NN|VB"	"^st"	97	"ing"	3
"earmark"	7	45	3.81	"{ear}{mark}"	"VB"	"^e"	103	"armark"	1
"earn"	4	11987	9.39	"{earn}"	"VB"	"^e"	103	"arn"	1
"earth"	5	61680	11.03	"{earth}"	"NN|VB"	"^e"	103	"arth"	1
"eavesdrop"	9	138	4.93	"{eavesdrop}"	"VB"	"^e"	103	"avesdrop"	1
"echo"	4	29638	10.3	"{echo}"	"NN|VB"	"^e"	103	"cho"	1
"economize"	9	48	3.87	"{econom--ize}"	"VB"	"^e"	103	"conomize"	1
"ejaculate"	9	458	6.13	"{ejaculate}"	"VB"	"^e"	103	"jaculate"	1
"elapse"	6	117	4.76	"{elapse}"	"VB"	"^e"	103	"lapse"	1
"elate"	5	23	3.14	"{elate}"	"VB"	"^e"	103	"late"	3
"relate"	6	7453	8.92	"{relate}"	"VB"	"^re"	176	"late"	3
"translate"	9	7754	8.96	"{translate}"	"VB"	"^trans"	15	"late"	3
"elbow"	5	3401	8.13	"{elbow}"	"NN|VB"	"^e"	103	"lbow"	1
"elect"	5	2831	7.95	"{elect}"	"VB|NN|JJ"	"^e"	103	"lect"	3
"neglect"	7	1923	7.56	"{neglect}"	"NN|VB"	"^neg"	3	"lect"	3
"select"	6	38056	10.55	"{select}"	"VB|NN|JJ"	"^se"	13	"lect"	3
"electrify"	9	55	4.01	"{electr--ify}"	"VB"	"^e"	103	"lectrify"	1
"electrocute"	11	115	4.74	"{electro--cute}"	"VB"	"^e"	103	"lectrocute"	1
"elevate"	7	639	6.46	"{elevate}"	"VB"	"^e"	103	"levate"	1
"elicit"	6	660	6.49	"{elicit}"	"VB"	"^e"	103	"licit"	1
"eliminate"	9	11873	9.38	"{e--limin--ate}"	"VB"	"^e"	103	"liminate"	1
"elongate"	8	107	4.67	"{e--long--ate}"	"VB"	"^e"	103	"longate"	1
"elope"	5	85	4.44	"{elope}"	"VB"	"^e"	103	"lope"	2
"interlope"	9	2	0.69	"{inter--lope}"	"VB"	"^inter"	28	"lope"	2
"enable"	6	12551	9.44	"<en<{able}"	"VB"	"^e"	103	"nable"	1
"enact"	5	816	6.7	"<en<{act}"	"VB"	"^e"	103	"nact"	1
"enamour"	7	4	1.39	"{en--amour}"	"VB"	"^e"	103	"namour"	1
"encamp"	6	5	1.61	"<en<{camp}"	"VB"	"^e"	103	"ncamp"	1
"encase"	6	55	4.01	"<en<{case}"	"VB"	"^e"	103	"ncase"	1
"enchain"	7	0	0	"<en<{chain}"	"VB"	"^e"	103	"nchain"	1
"enchant"	7	1933	7.57	"{enchant}"	"VB"	"^e"	103	"nchant"	1
"encircle"	8	130	4.87	"<en<{circle}"	"VB"	"^e"	103	"ncircle"	1
"enclose"	7	1926	7.56	"<en<{close}"	"VB"	"^e"	103	"nclose"	1
"encode"	6	1762	7.47	"<en<{code}"	"VB"	"^e"	103	"ncode"	1
"encompass"	9	975	6.88	"<en<{compass}"	"VB"	"^e"	103	"ncompass"	1
"encounter"	9	8451	9.04	"{en--counter}"	"VB|NN"	"^e"	103	"ncounter"	1
"encourage"	9	16191	9.69	"<en<{courage}"	"VB"	"^e"	103	"ncourage"	1
"encroach"	8	96	4.56	"{encroach}"	"VB"	"^e"	103	"ncroach"	1
"encrust"	7	13	2.56	"<en<{crust}"	"VB"	"^e"	103	"ncrust"	1
"encumber"	8	38	3.64	"{en--cumber}"	"VB"	"^e"	103	"ncumber"	1
"endanger"	8	708	6.56	"<en<{danger}"	"VB"	"^e"	103	"ndanger"	1
"endeavor"	8	2365	7.77	"{endeavor}"	"NN|VB"	"^e"	103	"ndeavor"	1
"endorse"	7	2189	7.69	"{endorse}"	"VB"	"^e"	103	"ndorse"	1
"endow"	5	89	4.49	"{endow}"	"VB"	"^e"	103	"ndow"	1
"endure"	6	1860	7.53	"{en--dure}"	"VB"	"^e"	103	"ndure"	1
"energize"	8	167	5.12	"{energ--ize}"	"VB"	"^e"	103	"nergize"	1
"enervate"	8	160	5.08	"{e--nerv--ate}"	"VB"	"^e"	103	"nervate"	1
"enfeeble"	8	4	1.39	"<en<{feeble}"	"VB"	"^e"	103	"nfeeble"	1
"enfold"	6	34	3.53	"<en<{fold}"	"VB"	"^e"	103	"nfold"	1
"enforce"	7	5451	8.6	"<en<{force}"	"VB"	"^e"	103	"nforce"	1
"enfranchise"	11	13	2.56	"<en<{franchise}"	"VB"	"^e"	103	"nfranchise"	1
"engage"	6	7331	8.9	"{engage}"	"VB"	"^e"	103	"ngage"	1
"engender"	8	255	5.54	"{en--gender}"	"VB"	"^e"	103	"ngender"	1
"engraft"	7	15	2.71	"<en<{graft}"	"VB"	"^e"	103	"ngraft"	1
"engrave"	7	57	4.04	"<en<{grave}"	"VB"	"^e"	103	"ngrave"	1
"engross"	7	6	1.79	"{en--gross}"	"VB"	"^e"	103	"ngross"	1
"engulf"	6	172	5.15	"{engulf}"	"VB"	"^e"	103	"ngulf"	1
"enhance"	7	6695	8.81	"{enhance}"	"VB"	"^e"	103	"nhance"	1
"enjoin"	6	348	5.85	"{enjoin}"	"VB"	"^e"	103	"njoin"	1
"enjoy"	5	46729	10.75	"<en<{joy}"	"VB|NN"	"^e"	103	"njoy"	1
"enlarge"	7	781	6.66	"<en<{large}"	"VB"	"^e"	103	"nlarge"	1
"enlist"	6	531	6.27	"<en<{list}"	"VB"	"^e"	103	"nlist"	1
"enmesh"	6	6	1.79	"<en<{mesh}"	"VB"	"^e"	103	"nmesh"	1
"enrage"	6	75	4.32	"<en<{rage}"	"VB"	"^e"	103	"nrage"	1
"enrich"	6	749	6.62	"<en<{rich}"	"VB"	"^e"	103	"nrich"	1
"enroll"	6	1329	7.19	"{enroll}"	"VB"	"^e"	103	"nroll"	1
"entail"	6	840	6.73	"<en<{tail}"	"VB"	"^e"	103	"ntail"	1
"entangle"	8	94	4.54	"<en<{tangle}"	"VB"	"^e"	103	"ntangle"	1
"enter"	5	36407	10.5	"{enter}"	"VB"	"^e"	103	"nter"	1
"entertain"	9	2531	7.84	"{enter--tain}"	"VB"	"^e"	103	"ntertain"	1
"enthuse"	7	16	2.77	"{enthuse}"	"VB"	"^e"	103	"nthuse"	1
"entice"	6	480	6.17	"{entice}"	"VB"	"^e"	103	"ntice"	1
"entitle"	7	385	5.95	"<en<{title}"	"VB"	"^e"	103	"ntitle"	1
"entomb"	6	21	3.04	"<en<{tomb}"	"VB"	"^e"	103	"ntomb"	1
"entrain"	7	8	2.08	"<en<{train}"	"VB"	"^e"	103	"ntrain"	1
"entrap"	6	87	4.47	"<en<{trap}"	"VB"	"^e"	103	"ntrap"	1
"entreat"	7	27	3.3	"{en--treat}"	"VB"	"^e"	103	"ntreat"	1
"entrench"	8	63	4.14	"<en<{trench}"	"VB"	"^e"	103	"ntrench"	1
"entrust"	7	310	5.74	"<en<{trust}"	"VB"	"^e"	103	"ntrust"	1
"entwine"	7	48	3.87	"<en<{twine}"	"VB"	"^e"	103	"ntwine"	1
"enumerate"	9	332	5.81	"{e--numer--ate}"	"VB"	"^e"	103	"numerate"	1
"enunciate"	9	37	3.61	"{e--nunci--ate}"	"VB"	"^e"	103	"nunciate"	1
"envelop"	7	372	5.92	"{envelop}"	"VB"	"^e"	103	"nvelop"	1
"envisage"	8	248	5.51	"<en<{visage}"	"VB"	"^e"	103	"nvisage"	1
"envision"	8	1204	7.09	"<en<{vis--ion}"	"VB"	"^e"	103	"nvision"	1
"envy"	4	2556	7.85	"{envy}"	"NN|VB"	"^e"	103	"nvy"	1
"enwrap"	6	3	1.1	"<en<{wrap}"	"VB"	"^e"	103	"nwrap"	1
"epitomize"	9	53	3.97	"{epitom--ize}"	"VB"	"^e"	103	"pitomize"	1
"eradicate"	9	744	6.61	"{e--radic--ate}"	"VB"	"^e"	103	"radicate"	1
"erase"	5	3422	8.14	"{erase}"	"VB"	"^e"	103	"rase"	1
"eulogize"	8	8	2.08	"{eu--log--ize}"	"VB"	"^e"	103	"ulogize"	1
"evacuate"	8	472	6.16	"{e--vacu--ate}"	"VB"	"^e"	103	"vacuate"	1
"evade"	5	785	6.67	"{e--vade}"	"VB"	"^e"	103	"vade"	3
"invade"	6	1855	7.53	"{in--vade}"	"VB"	"^in"	87	"vade"	3
"pervade"	7	87	4.47	"{per--vade}"	"VB"	"^per"	23	"vade"	3
"evaluate"	8	7252	8.89	"{e--valu--ate}"	"VB"	"^e"	103	"valuate"	1
"evaporate"	9	879	6.78	"{e--vapor--ate}"	"VB"	"^e"	103	"vaporate"	1
"even"	4	490549	13.1	"{even}"	"RB|JJ|NN|VB"	"^e"	103	"ven"	1
"eviscerate"	10	52	3.95	"{e--viscer--ate}"	"VB"	"^e"	103	"viscerate"	1
"evolve"	6	3336	8.11	"{evolve}"	"VB"	"^e"	103	"volve"	3
"involve"	7	10020	9.21	"{in--volve}"	"VB"	"^in"	87	"volve"	3
"revolve"	7	673	6.51	"{re--volve}"	"VB|NN"	"^re"	176	"volve"	3
"eyeball"	7	465	6.14	"{eye}{ball}"	"NN|VB"	"^e"	103	"yeball"	1
"edge"	4	37877	10.54	"{edge}"	"NN|VB"	"^ed"	4	"ge"	7
"forge"	5	3719	8.22	"{forge}"	"NN|VB"	"^for"	25	"ge"	7
"lunge"	5	472	6.16	"{lunge}"	"VB|NN"	"^lun"	2	"ge"	7
"nudge"	5	821	6.71	"{nudge}"	"NN|VB"	"^nud"	1	"ge"	7
"range"	5	58184	10.97	"{range}"	"NN|VB"	"^ran"	5	"ge"	7
"trudge"	6	129	4.86	"{trudge}"	"VB|NN"	"^trud"	1	"ge"	7
"verge"	5	1608	7.38	"{verge}"	"NN|VB"	"^ver"	2	"ge"	7
"educate"	7	4500	8.41	"{educ--ate}"	"VB"	"^ed"	4	"ucate"	1
"effervesce"	10	1	0	"{effervesce}"	"VB"	"^ef"	4	"fervesce"	1
"effloresce"	10	0	0	"{e--fflor--esce}"	"VB"	"^ef"	4	"floresce"	1
"emaciate"	8	2	0.69	"{e--maci--ate}"	"VB"	"^em"	24	"aciate"	1
"emancipate"	10	76	4.33	"{emancip--ate}"	"VB"	"^em"	24	"ancipate"	1
"emasculate"	10	56	4.03	"{e--mascul--ate}"	"VB"	"^em"	24	"asculate"	1
"embalm"	6	9	2.2	"<em<{balm}"	"VB"	"^em"	24	"balm"	1
"embank"	6	0	0	"<em<{bank}"	"VB"	"^em"	24	"bank"	1
"embark"	6	469	6.15	"{em--bark}"	"VB"	"^em"	24	"bark"	1
"embarrass"	9	738	6.6	"{embarrass}"	"VB"	"^em"	24	"barrass"	1
"embed"	5	736	6.6	"<em<{bed}"	"VB"	"^em"	24	"bed"	1
