"Word"	"Length"	"Freq_HAL"	"Log_Freq_HAL"	"MorphSp"	"POS"	"prefix"	"nprefix"	"root"	"nroot"
"steam"	5	5229	8.56	"{steam}"	"NN|VB"	"^st"	97	"eam"	1
"steep"	5	3256	8.09	"{steep}"	"JJ|NN|VB"	"^st"	97	"eep"	1
"steeplechase"	12	65	4.17	"{steeple}{chase}"	"NN|VB"	"^st"	97	"eeplechase"	1
"steer"	5	2272	7.73	"{steer}"	"VB|NN"	"^st"	97	"eer"	2
"veneer"	6	544	6.3	"{veneer}"	"NN|VB"	"^ven"	1	"eer"	2
"stencil"	7	283	5.65	"{stencil}"	"NN|VB"	"^st"	97	"encil"	1
"stifle"	6	750	6.62	"{stifle}"	"VB"	"^st"	97	"ifle"	1
"stir"	4	4523	8.42	"{stir}"	"VB|NN"	"^st"	97	"ir"	1
"stitch"	6	3066	8.03	"{stitch}"	"NN|VB"	"^st"	97	"itch"	1
"stockpile"	9	336	5.82	"{stock}{pile}"	"NN|VB"	"^st"	97	"ockpile"	1
"stoke"	5	516	6.25	"{stoke}"	"VB|NN"	"^st"	97	"oke"	1
"stole"	5	3726	8.22	"{stole}"	"VB|NN"	"^st"	97	"ole"	1
"stomach"	7	7701	8.95	"{stomach}"	"NN|VB"	"^st"	97	"omach"	1
"stomp"	5	1500	7.31	"{stomp}"	"VB|NN"	"^st"	97	"omp"	1
"stonewall"	9	404	6	"{stone}{wall}"	"NN|VB"	"^st"	97	"onewall"	1
"stoop"	5	770	6.65	"{stoop}"	"NN|VB"	"^st"	97	"oop"	1
"storm"	5	19846	9.9	"{storm}"	"NN|VB"	"^st"	97	"orm"	1
"straddle"	8	296	5.69	"{straddle}"	"VB"	"^st"	97	"raddle"	1
"straggle"	8	3	1.1	"{straggle}"	"VB"	"^st"	97	"raggle"	1
"strain"	6	9705	9.18	"{strain}"	"NN|VB"	"^st"	97	"rain"	1
"strand"	6	16260	9.7	"{strand}"	"NN|VB"	"^st"	97	"rand"	1
"strangle"	8	470	6.15	"{strangle}"	"VB"	"^st"	97	"rangle"	1
"strangulate"	11	9	2.2	"{strangulate}"	"VB"	"^st"	97	"rangulate"	1
"strap"	5	3351	8.12	"{strap}"	"VB|JJ"	"^st"	97	"rap"	1
"stream"	6	11580	9.36	"{stream}"	"NN|VB"	"^st"	97	"ream"	1
"streamline"	10	762	6.64	"{stream}{line}"	"VB|NN"	"^st"	97	"reamline"	1
"stretch"	7	9424	9.15	"{stretch}"	"NN|VB"	"^st"	97	"retch"	1
"strew"	5	13	2.56	"{strew}"	"VB"	"^st"	97	"rew"	1
"striate"	7	4	1.39	"{stri--ate}"	"VB|JJ"	"^st"	97	"riate"	1
"stricken"	8	601	6.4	"{strick--en}"	"VB|JJ"	"^st"	97	"ricken"	1
"strike"	6	16025	9.68	"{strike}"	"VB|NN"	"^st"	97	"rike"	1
"strip"	5	16096	9.69	"{strip}"	"NN|VB"	"^st"	97	"rip"	1
"stroke"	6	6062	8.71	"{stroke}"	"NN|VB"	"^st"	97	"roke"	1
"stroll"	6	562	6.33	"{stroll}"	"NN|VB"	"^st"	97	"roll"	2
"unroll"	6	97	4.57	"<un<{roll}"	"VB"	"^un"	41	"roll"	2
"stub"	4	787	6.67	"{stub}"	"NN|VB"	"^st"	97	"ub"	1
"stubble"	7	259	5.56	"{stubble}"	"NN|VB"	"^st"	97	"ubble"	1
"stucco"	6	124	4.82	"{stucco}"	"NN|VB"	"^st"	97	"ucco"	1
"stuck"	5	21401	9.97	"{stuck}"	"VB"	"^st"	97	"uck"	1
"stuff"	5	140706	11.85	"{stuff}"	"NN|VB"	"^st"	97	"uff"	1
"stumble"	7	1133	7.03	"{stumble}"	"VB"	"^st"	97	"umble"	1
"stump"	5	865	6.76	"{stump}"	"NN|VB"	"^st"	97	"ump"	1
"stun"	4	1780	7.48	"{stun}"	"NN|VB"	"^st"	97	"un"	1
"stung"	5	535	6.28	"{stung}"	"VB"	"^st"	97	"ung"	1
"stutter"	7	299	5.7	"{stutter}"	"VB|NN"	"^st"	97	"utter"	1
"stymie"	6	53	3.97	"{stymie}"	"VB"	"^st"	97	"ymie"	1
"struggle"	8	9992	9.21	"{struggle}"	"NN|VB"	"^stru"	5	"ggle"	1
"stupefy"	7	7	1.95	"{stup--efy}"	"VB"	"^stup"	1	"efy"	1
"succeed"	7	8115	9	"{su--cceed}"	"VB"	"^su"	37	"cceed"	1
"succor"	6	44	3.78	"{succor}"	"VB|NN"	"^su"	37	"ccor"	1
"succumb"	7	482	6.18	"{su--ccumb}"	"VB"	"^su"	37	"ccumb"	1
"suckle"	6	148	5	"{suckle}"	"VB"	"^su"	37	"ckle"	2
"trickle"	7	1586	7.37	"{trickle}"	"NN|VB"	"^tri"	11	"ckle"	2
"suction"	7	755	6.63	"{suct--ion}"	"NN|VB"	"^su"	37	"ction"	1
"suffice"	7	3240	8.08	"{suffice}"	"VB"	"^su"	37	"ffice"	1
"suffocate"	9	234	5.46	"{suffocate}"	"VB"	"^su"	37	"ffocate"	1
"suffuse"	7	8	2.08	"{su--ffuse}"	"VB"	"^su"	37	"ffuse"	1
"sugar"	5	14292	9.57	"{sugar}"	"NN|VB"	"^su"	37	"gar"	1
"suggest"	7	50721	10.83	"{suggest}"	"VB"	"^su"	37	"ggest"	1
"sulk"	4	154	5.04	"{sulk}"	"NN|VB"	"^su"	37	"lk"	1
"sully"	5	159	5.07	"{sully}"	"VB"	"^su"	37	"lly"	1
"sulphate"	8	134	4.9	"{sulph--ate}"	"NN|VB"	"^su"	37	"lphate"	1
"sunbathe"	8	47	3.85	"{sun}{bathe}"	"VB"	"^su"	37	"nbathe"	1
"sunblind"	8	0	0	"{sun}{blind}"	"JJ|NN|VB"	"^su"	37	"nblind"	1
"sundeck"	7	20	3	"{sun}{deck}"	"NN|VB"	"^su"	37	"ndeck"	1
"sunshield"	9	3	1.1	"{sun}{shield}"	"NN|VB"	"^su"	37	"nshield"	1
"supplant"	8	172	5.15	"{supplant}"	"VB"	"^su"	37	"pplant"	1
"supplicate"	10	15	2.71	"{supplic--ate}"	"VB"	"^su"	37	"pplicate"	1
"supply"	6	36137	10.5	"{supply}"	"NN|VB"	"^su"	37	"pply"	1
"support"	7	248197	12.42	"{support}"	"NN|VB"	"^su"	37	"pport"	1
"suppose"	7	33112	10.41	"{su--ppose}"	"VB"	"^su"	37	"ppose"	1
"suppress"	8	2665	7.89	"{su--ppress}"	"VB"	"^su"	37	"ppress"	1
"surf"	4	5923	8.69	"{surf}"	"NN|VB"	"^su"	37	"rf"	1
"surface"	7	25649	10.15	"{surface}"	"NN|VB"	"^su"	37	"rface"	1
"surmise"	7	543	6.3	"{surmise}"	"VB|NN"	"^su"	37	"rmise"	1
"surmount"	8	56	4.03	"{sur--mount}"	"VB"	"^su"	37	"rmount"	1
"surpass"	7	902	6.8	"{sur--pass}"	"VB"	"^su"	37	"rpass"	1
"surprise"	8	17697	9.78	"{surprise}"	"NN|VB"	"^su"	37	"rprise"	1
"surrender"	9	4446	8.4	"{surrender}"	"VB|NN"	"^su"	37	"rrender"	1
"surround"	8	3286	8.1	"{surround}"	"VB|NN"	"^su"	37	"rround"	1
"survive"	7	13504	9.51	"{sur--vive}"	"VB"	"^su"	37	"rvive"	1
"subcontract"	11	122	4.8	"<sub<{contract}"	"VB"	"^sub"	20	"contract"	1
"subdivide"	9	204	5.32	"<sub<{divide}"	"VB"	"^sub"	20	"divide"	1
"subdue"	6	1387	7.23	"{subdue}"	"VB"	"^sub"	20	"due"	1
"sublet"	6	55	4.01	"<sub<{let}"	"VB|JJ"	"^sub"	20	"let"	1
"sublimate"	9	56	4.03	"{sublimate}"	"VB"	"^sub"	20	"limate"	1
"submerge"	8	200	5.3	"{sub--merge}"	"VB"	"^sub"	20	"merge"	1
"subpoena"	8	515	6.24	"{sub--poena}"	"NN|VB"	"^sub"	20	"poena"	1
"subsidize"	9	1038	6.95	"{subsid--ize}"	"VB"	"^sub"	20	"sidize"	1
"summarize"	9	3705	8.22	"{summar--ize}"	"VB"	"^sum"	3	"marize"	1
"summon"	6	5052	8.53	"{summon}"	"VB|NN"	"^sum"	3	"mon"	1
"superimpose"	11	108	4.68	"<super<{im--pose}"	"VB"	"^super"	6	"impose"	1
"superintend"	11	3	1.1	"{super--in--tend}"	"VB"	"^super"	6	"intend"	1
"supersede"	9	231	5.44	"{supersede}"	"VB"	"^super"	6	"sede"	1
"timetable"	9	795	6.68	"{time}{table}"	"NN|JJ|VB"	"^tim"	2	"etable"	1
"tinker"	6	860	6.76	"{tinker}"	"VB|NN"	"^tin"	4	"ker"	1
"tinsel"	6	141	4.95	"{tinsel}"	"NN|VB"	"^tin"	4	"sel"	1
"traipse"	7	23	3.14	"{traipse}"	"VB"	"^tra"	15	"ipse"	1
"tramline"	8	5	1.61	"{tram}{line}"	"NN|VB"	"^tra"	15	"mline"	1
"trample"	7	800	6.68	"{trample}"	"VB"	"^tra"	15	"mple"	1
"trampoline"	10	184	5.21	"{trampoline}"	"NN|VB"	"^tra"	15	"mpoline"	1
"trifle"	6	337	5.82	"{trifle}"	"NN|VB"	"^tri"	11	"fle"	1
"trigger"	7	7624	8.94	"{trigger}"	"NN|VB"	"^tri"	11	"gger"	1
"triple"	6	6475	8.78	"{tri--ple}"	"JJ|VB"	"^tri"	11	"ple"	1
"tripwire"	8	90	4.5	"{trip}{wire}"	"NN|VB"	"^tri"	11	"pwire"	1
"triumph"	7	3469	8.15	"{triumph}"	"NN|VB"	"^tri"	11	"umph"	1
"unbalance"	9	163	5.09	"<un<{balance}"	"VB"	"^un"	41	"balance"	1
"unbend"	6	25	3.22	"<un<{bend}"	"VB"	"^un"	41	"bend"	1
"unbuckle"	8	39	3.66	"<un<{buckle}"	"VB"	"^un"	41	"buckle"	1
"unburden"	8	26	3.26	"<un<{burden}"	"VB"	"^un"	41	"burden"	1
"unbutton"	8	174	5.16	"<un<{button}"	"VB"	"^un"	41	"button"	1
"unearth"	7	197	5.28	"<un<{earth}"	"VB"	"^un"	41	"earth"	1
"unfold"	6	583	6.37	"<un<{fold}"	"VB"	"^un"	41	"fold"	1
"unfurl"	6	33	3.5	"<un<{furl}"	"VB"	"^un"	41	"furl"	1
"unhand"	6	6	1.79	"<un<{hand}"	"VB"	"^un"	41	"hand"	1
"unhinge"	7	7	1.95	"<un<{hinge}"	"VB"	"^un"	41	"hinge"	1
"unhook"	6	128	4.85	"<un<{hook}"	"VB"	"^un"	41	"hook"	1
"unhorse"	7	3	1.1	"<un<{horse}"	"VB"	"^un"	41	"horse"	1
"unlearn"	7	165	5.11	"<un<{learn}"	"VB"	"^un"	41	"learn"	1
"unleash"	7	642	6.46	"<un<{leash}"	"VB"	"^un"	41	"leash"	1
"unmade"	6	48	3.87	"<un<{made}"	"JJ|VB"	"^un"	41	"made"	1
"unmask"	6	95	4.55	"<un<{mask}"	"VB"	"^un"	41	"mask"	1
"unnerve"	7	32	3.47	"<un<{nerve}"	"VB"	"^un"	41	"nerve"	1
"unpick"	6	23	3.14	"<un<{pick}"	"VB"	"^un"	41	"pick"	1
"unravel"	7	315	5.75	"<un<{ravel}"	"VB"	"^un"	41	"ravel"	1
"unsaddle"	8	0	0	"<un<{saddle}"	"VB"	"^un"	41	"saddle"	1
"unscramble"	10	81	4.39	"<un<{scramble}"	"VB"	"^un"	41	"scramble"	1
"unscrew"	7	303	5.71	"<un<{screw}"	"VB"	"^un"	41	"screw"	1
"unsheathe"	9	4	1.39	"<un<{sheathe}"	"VB"	"^un"	41	"sheathe"	1
"unsolder"	8	57	4.04	"<un<{solder}"	"VB"	"^un"	41	"solder"	1
"unstop"	6	1	0	"<un<{stop}"	"VB"	"^un"	41	"stop"	1
"unstring"	8	12	2.48	"<un<{string}"	"VB"	"^un"	41	"string"	1
"unteach"	7	0	0	"<un<{teach}"	"VB"	"^un"	41	"teach"	1
"unthaw"	6	10	2.3	"<un<{thaw}"	"VB"	"^un"	41	"thaw"	1
"untie"	5	433	6.07	"<un<{tie}"	"VB"	"^un"	41	"tie"	1
"unveil"	6	140	4.94	"<un<{veil}"	"VB"	"^un"	41	"veil"	1
"unwind"	6	317	5.76	"<un<{wind}"	"VB"	"^un"	41	"wind"	1
"unzip"	5	2889	7.97	"<un<{zip}"	"VB"	"^un"	41	"zip"	1
"uncork"	6	33	3.5	"<un<{cork}"	"VB"	"^unc"	5	"ork"	1
"uncouple"	8	32	3.47	"<un<{couple}"	"VB"	"^unc"	5	"ouple"	1
"uncover"	7	941	6.85	"<un<{cover}"	"VB"	"^unc"	5	"over"	1
"uncross"	7	31	3.43	"<un<{cross}"	"VB|JJ"	"^unc"	5	"ross"	1
"undercoat"	9	381	5.94	"<under<{coat}"	"NN|VB"	"^und"	35	"ercoat"	1
"undercut"	8	434	6.07	"<under<{cut}"	"VB"	"^und"	35	"ercut"	1
"underfed"	8	53	3.97	"<under<{fed}"	"VB|JJ"	"^und"	35	"erfed"	1
"undergo"	7	1648	7.41	"<under<{go}"	"VB"	"^und"	35	"ergo"	1
"undergone"	9	925	6.83	"<under<{gone}"	"VB"	"^und"	35	"ergone"	1
"underlie"	8	188	5.24	"<under<{lie}"	"VB"	"^und"	35	"erlie"	1
"underline"	9	829	6.72	"<under<{line}"	"VB"	"^und"	35	"erline"	1
"undermine"	9	1573	7.36	"<under<{mine}"	"VB"	"^und"	35	"ermine"	1
"undernourish"	12	1	0	"<under<{nourish}"	"VB"	"^und"	35	"ernourish"	1
"underpay"	8	16	2.77	"<under<{pay}"	"VB"	"^und"	35	"erpay"	1
"underpin"	8	41	3.71	"<under<{pin}"	"VB"	"^und"	35	"erpin"	1
"underscore"	10	686	6.53	"<under<{score}"	"VB|NN"	"^und"	35	"erscore"	1
"understand"	10	107528	11.59	"{understand}"	"VB"	"^und"	35	"erstand"	1
"understate"	10	78	4.36	"<under<{state}"	"VB"	"^und"	35	"erstate"	1
"understood"	10	13517	9.51	"{understood}"	"VB|NN"	"^und"	35	"erstood"	1
"understudy"	10	151	5.02	"<under<{stud--y}"	"NN|VB"	"^und"	35	"erstudy"	1
"undervalue"	10	41	3.71	"<under<{value}"	"VB"	"^und"	35	"ervalue"	1
"underwent"	9	538	6.29	"<under<{went}"	"VB"	"^und"	35	"erwent"	1
"underwrite"	10	205	5.32	"<under<{write}"	"VB"	"^und"	35	"erwrite"	1
"undid"	5	434	6.07	"<un<{did}"	"VB"	"^und"	35	"id"	1
"usurp"	5	357	5.88	"{usurp}"	"VB"	"^us"	2	"urp"	1
"utilize"	7	3910	8.27	"{util--ize}"	"VB"	"^ut"	2	"ilize"	1
"vacillate"	9	32	3.47	"{vacillate}"	"VB"	"^vac"	3	"illate"	1
"vacuum"	6	6231	8.74	"{vacu--um}"	"NN|VB"	"^vac"	3	"uum"	1
"vanquish"	8	112	4.72	"{vanquish}"	"VB"	"^van"	3	"quish"	1
"vantagepoint"	12	11	2.4	"{vantage}{point}"	"NN|VB"	"^van"	3	"tagepoint"	1
"vibrate"	7	543	6.3	"{vibr--ate}"	"VB"	"^vi"	3	"brate"	1
"violate"	7	5113	8.54	"{viol--ate}"	"VB|JJ"	"^vi"	3	"olate"	1
"victual"	7	4	1.39	"{victual}"	"NN|VB"	"^vict"	1	"ual"	1
"video"	5	110183	11.61	"{video}"	"NN|VB"	"^vid"	1	"eo"	1
"vociferate"	10	1	0	"{voc--ifer--ate}"	"VB"	"^voc"	1	"iferate"	1
"volley"	6	548	6.31	"{volley}"	"NN|VB"	"^vol"	2	"ley"	1
"volunteer"	9	8374	9.03	"{volunt--eer}"	"NN|VB"	"^vol"	2	"unteer"	1
